Q1,Q2,Q3,Q4,Q5,Q6,Q10,Q11,Q12,Q13,Q14,Q15,Q19,Q20,Q21,Q22,Q25,Q26,Q27,Q28
Slightly high,Frequently,Mostly predictable,Low,Improve productivity,Hectic,In control,Strong,Mentally drained,Clarify immediately,Occasionally,Feel stressed,Always,Very comfortable,Clear,Rare,Low,Fully refreshed,Noticeable strain,Minimal
Slightly high,Rarely,Mostly predictable,High,Slight impact,Controlled,In control,Moderate,Slightly tired,Clarify immediately,Occasionally,Analyze and fix,Sometimes,Slightly uncomfortable,Clear,Rare,Low,Mostly refreshed,Slight discomfort,Mild
Well-balanced,Rarely,Sometimes unpredictable,Low,Reduce productivity,Controlled,In control,Weak,Slightly tired,Delay starting,Frequently,Analyze and fix,Always,Very comfortable,Clear,Frequent,Low,Fully refreshed,Slight discomfort,Noticeable
Well-balanced,Rarely,Predictable,High,Improve productivity,Busy,Struggling,Strong,Mentally drained,Clarify immediately,Rarely,Analyze and fix,Always,Comfortable,Mostly clear,Rare,High,Fully refreshed,Comfortable,Minimal
High,Rarely,Predictable,Moderate,Improve productivity,Busy,In control,Moderate,Mentally drained,Clarify immediately,Rarely,Avoid dealing,Rarely,Very comfortable,Clear,Rare,High,Fully refreshed,Comfortable,High
Well-balanced,Occasionally,Highly unpredictable,No control,Slight impact,Chaotic,Struggling,Strong,Satisfied and clear,Clarify immediately,Occasionally,Analyze and fix,Always,Slightly uncomfortable,Sometimes unclear,Rare,High,Fully refreshed,Comfortable,Noticeable
Well-balanced,Rarely,Mostly predictable,Moderate,Reduce productivity,Busy,Overwhelmed,Strong,Slightly tired,Clarify immediately,Rarely,Avoid dealing,Often,Slightly uncomfortable,Clear,Rare,High,Mostly refreshed,Noticeable strain,Minimal
Slightly high,Rarely,Predictable,High,Slight impact,Chaotic,Managing,Strong,Mentally drained,Clarify immediately,Rarely,Analyze and fix,Always,Uncomfortable,Clear,Rare,Moderate,Mostly refreshed,Comfortable,Mild
Well-balanced,Frequently,Sometimes unpredictable,High,Slight impact,Controlled,Managing,Strong,Satisfied and clear,Try to figure out,Rarely,Analyze and fix,Often,Slightly uncomfortable,Mostly clear,Rare,High,Fully refreshed,Noticeable strain,Noticeable
High,Rarely,Mostly predictable,Moderate,Improve productivity,Hectic,Struggling,Moderate,Satisfied and clear,Delay starting,Rarely,Feel stressed,Always,Comfortable,Clear,Frequent,Moderate,Fully refreshed,Noticeable strain,High
Well-balanced,Frequently,Predictable,No control,Improve productivity,Hectic,Struggling,Strong,Mentally drained,Delay starting,Rarely,Analyze and fix,Sometimes,Comfortable,Clear,Occasional,High,Fully refreshed,Slight discomfort,Minimal
Slightly high,Occasionally,Predictable,Moderate,Improve productivity,Controlled,Overwhelmed,Weak,Mentally drained,Delay starting,Constantly,Analyze and fix,Always,Very comfortable,Mostly clear,Frequent,Very low,Slightly refreshed,Slight discomfort,Mild
High,Occasionally,Predictable,Low,Improve productivity,Controlled,Managing,Strong,Slightly tired,Delay starting,Rarely,Analyze and fix,Sometimes,Very comfortable,Clear,Rare,Low,Slightly refreshed,Noticeable strain,Minimal
Slightly high,Rarely,Predictable,Moderate,Improve productivity,Hectic,Managing,Weak,Mentally drained,Avoid it,Occasionally,Analyze and fix,Always,Comfortable,Clear,Rare,Very low,Mostly refreshed,Comfortable,Minimal
Slightly high,Rarely,Predictable,No control,Improve productivity,Controlled,Struggling,Strong,Satisfied and clear,Try to figure out,Rarely,Analyze and fix,Always,Very comfortable,Mostly clear,Occasional,Moderate,Fully refreshed,Comfortable,Noticeable
Well-balanced,Frequently,Predictable,Moderate,Major disruption,Controlled,In control,Strong,Slightly tired,Clarify immediately,Rarely,Analyze and fix,Rarely,Slightly uncomfortable,Mostly clear,Rare,High,Mostly refreshed,Slight discomfort,Minimal
High,Rarely,Mostly predictable,High,Improve productivity,Controlled,In control,Moderate,Slightly tired,Try to figure out,Occasionally,Analyze and fix,Always,Comfortable,Mostly clear,Frequent,Low,Fully refreshed,Noticeable strain,Minimal
Well-balanced,Occasionally,Highly unpredictable,High,Improve productivity,Chaotic,In control,Weak,Overwhelmed,Clarify immediately,Occasionally,Analyze and fix,Always,Comfortable,Clear,Occasional,High,Slightly refreshed,Uncomfortable,Noticeable
High,Almost Daily,Predictable,High,Improve productivity,Controlled,In control,Moderate,Mentally drained,Try to figure out,Occasionally,Analyze and fix,Always,Very comfortable,Clear,Rare,Low,Mostly refreshed,Noticeable strain,Noticeable
Well-balanced,Occasionally,Predictable,Low,Reduce productivity,Busy,Overwhelmed,Moderate,Satisfied and clear,Try to figure out,Frequently,Analyze and fix,Sometimes,Uncomfortable,Clear,Occasional,High,Mostly refreshed,Comfortable,Minimal
Well-balanced,Frequently,Predictable,High,Slight impact,Hectic,Managing,Moderate,Satisfied and clear,Try to figure out,Rarely,Analyze and fix,Often,Comfortable,Clear,Constant,High,Fully refreshed,Slight discomfort,Mild
Well-balanced,Occasionally,Sometimes unpredictable,Moderate,Improve productivity,Busy,Managing,Moderate,Satisfied and clear,Clarify immediately,Frequently,Adjust quickly,Always,Very comfortable,Mostly clear,Occasional,High,Slightly refreshed,Comfortable,Minimal
Slightly high,Occasionally,Predictable,Moderate,Improve productivity,Busy,Managing,Strong,Slightly tired,Clarify immediately,Rarely,Analyze and fix,Sometimes,Very comfortable,Clear,Frequent,Low,Mostly refreshed,Noticeable strain,Mild
Slightly high,Frequently,Predictable,Moderate,Improve productivity,Controlled,In control,Very weak,Mentally drained,Clarify immediately,Frequently,Analyze and fix,Always,Slightly uncomfortable,Clear,Occasional,Low,Slightly refreshed,Uncomfortable,Noticeable
Well-balanced,Occasionally,Mostly predictable,Low,Reduce productivity,Hectic,Managing,Very weak,Satisfied and clear,Try to figure out,Rarely,Avoid dealing,Often,Very comfortable,Clear,Occasional,Very low,Mostly refreshed,Slight discomfort,Noticeable
Well-balanced,Rarely,Mostly predictable,High,Slight impact,Controlled,In control,Strong,Mentally drained,Clarify immediately,Rarely,Adjust quickly,Always,Very comfortable,Sometimes unclear,Rare,High,Fully refreshed,Comfortable,Mild
Well-balanced,Occasionally,Predictable,Low,Improve productivity,Controlled,Managing,Moderate,Satisfied and clear,Clarify immediately,Rarely,Analyze and fix,Sometimes,Comfortable,Clear,Frequent,Low,Fully refreshed,Slight discomfort,Mild
Well-balanced,Occasionally,Sometimes unpredictable,No control,Improve productivity,Chaotic,Managing,Moderate,Satisfied and clear,Clarify immediately,Occasionally,Adjust quickly,Always,Uncomfortable,Mostly clear,Frequent,High,Fully refreshed,Slight discomfort,Minimal
Slightly high,Occasionally,Predictable,Moderate,Improve productivity,Hectic,Managing,Strong,Satisfied and clear,Clarify immediately,Constantly,Adjust quickly,Always,Very comfortable,Clear,Constant,High,Mostly refreshed,Noticeable strain,Noticeable
Slightly high,Frequently,Predictable,Moderate,Reduce productivity,Controlled,In control,Moderate,Satisfied and clear,Clarify immediately,Occasionally,Feel stressed,Often,Slightly uncomfortable,Clear,Rare,Moderate,Slightly refreshed,Noticeable strain,Mild
Well-balanced,Rarely,Mostly predictable,High,Reduce productivity,Busy,Managing,Weak,Satisfied and clear,Avoid it,Constantly,Analyze and fix,Rarely,Comfortable,Mostly clear,Occasional,Low,Fully refreshed,Slight discomfort,Mild
Well-balanced,Rarely,Mostly predictable,Moderate,Improve productivity,Hectic,Managing,Strong,Slightly tired,Clarify immediately,Rarely,Analyze and fix,Always,Very comfortable,Clear,Occasional,High,Fully refreshed,Noticeable strain,Minimal
Well-balanced,Occasionally,Mostly predictable,Moderate,Slight impact,Controlled,In control,Weak,Mentally drained,Clarify immediately,Occasionally,Adjust quickly,Always,Very comfortable,Clear,Rare,Moderate,Mostly refreshed,Comfortable,Mild
Slightly high,Rarely,Sometimes unpredictable,Low,Reduce productivity,Controlled,Managing,Moderate,Slightly tired,Try to figure out,Rarely,Feel stressed,Sometimes,Comfortable,Clear,Frequent,Moderate,Mostly refreshed,Noticeable strain,Minimal
Slightly high,Rarely,Mostly predictable,Low,Major disruption,Hectic,In control,Very weak,Slightly tired,Clarify immediately,Rarely,Analyze and fix,Sometimes,Uncomfortable,Mostly clear,Occasional,Moderate,Fully refreshed,Slight discomfort,Mild
Very high,Rarely,Predictable,High,Slight impact,Busy,Managing,Moderate,Mentally drained,Clarify immediately,Occasionally,Analyze and fix,Often,Uncomfortable,Clear,Rare,High,Not refreshed,Noticeable strain,Minimal
Slightly high,Occasionally,Mostly predictable,Low,Slight impact,Controlled,Managing,Strong,Mentally drained,Delay starting,Rarely,Feel stressed,Often,Very comfortable,Mostly clear,Occasional,Moderate,Slightly refreshed,Slight discomfort,Noticeable
Well-balanced,Rarely,Mostly predictable,Low,Improve productivity,Controlled,Managing,Strong,Slightly tired,Clarify immediately,Occasionally,Analyze and fix,Sometimes,Very comfortable,Mostly clear,Frequent,High,Mostly refreshed,Slight discomfort,Noticeable
High,Rarely,Predictable,Moderate,Improve productivity,Controlled,In control,Moderate,Satisfied and clear,Clarify immediately,Rarely,Analyze and fix,Often,Slightly uncomfortable,Clear,Rare,High,Slightly refreshed,Uncomfortable,Noticeable
High,Occasionally,Sometimes unpredictable,Low,Reduce productivity,Busy,Struggling,Strong,Slightly tired,Delay starting,Rarely,Analyze and fix,Always,Comfortable,Sometimes unclear,Rare,High,Fully refreshed,Comfortable,Minimal
High,Rarely,Mostly predictable,High,Improve productivity,Controlled,In control,Weak,Mentally drained,Clarify immediately,Constantly,Analyze and fix,Always,Very comfortable,Clear,Rare,High,Fully refreshed,Slight discomfort,High
Well-balanced,Almost daily,Predictable,High,Improve productivity,Hectic,In control,Weak,Satisfied and clear,Clarify immediately,Constantly,Avoid dealing,Always,Very comfortable,Clear,Rare,Moderate,Fully refreshed,Comfortable,Minimal
Well-balanced,Almost daily,Sometimes unpredictable,High,Slight impact,Busy,In control,Moderate,Satisfied and clear,Clarify immediately,Rarely,Adjust quickly,Often,Slightly uncomfortable,Sometimes unclear,Rare,High,Slightly refreshed,Slight discomfort,Minimal
High,Rarely,Predictable,High,Slight impact,Controlled,Managing,Moderate,Mentally drained,Try to figure out,Constantly,Adjust quickly,Often,Comfortable,Clear,Rare,Moderate,Not refreshed,Comfortable,Mild
Very high,Occasionally,Predictable,High,Improve productivity,Hectic,Managing,Strong,Mentally drained,Delay starting,Rarely,Analyze and fix,Rarely,Comfortable,Mostly clear,Occasional,Moderate,Not refreshed,Slight discomfort,Noticeable
Slightly high,Frequently,Predictable,Low,Slight impact,Controlled,In control,Strong,Satisfied and clear,Clarify immediately,Constantly,Feel stressed,Always,Slightly uncomfortable,Clear,Rare,Low,Not refreshed,Comfortable,Mild
Well-balanced,Occasionally,Predictable,No control,Slight impact,Hectic,In control,Moderate,Mentally drained,Clarify immediately,Rarely,Adjust quickly,Sometimes,Very comfortable,Clear,Rare,Moderate,Fully refreshed,Noticeable strain,Minimal
Well-balanced,Rarely,Mostly predictable,High,Improve productivity,Busy,In control,Moderate,Mentally drained,Clarify immediately,Rarely,Analyze and fix,Sometimes,Uncomfortable,Clear,Rare,High,Slightly refreshed,Slight discomfort,Minimal
High,Occasionally,Sometimes unpredictable,Moderate,Slight impact,Controlled,Managing,Strong,Slightly tired,Delay starting,Rarely,Analyze and fix,Often,Very comfortable,Clear,Occasional,Moderate,Mostly refreshed,Comfortable,Mild
Well-balanced,Frequently,Sometimes unpredictable,High,Reduce productivity,Controlled,In control,Strong,Mentally drained,Clarify immediately,Rarely,Analyze and fix,Always,Comfortable,Sometimes unclear,Occasional,High,Slightly refreshed,Comfortable,Mild
High,Rarely,Mostly predictable,Low,Improve productivity,Controlled,Struggling,Strong,Satisfied and clear,Clarify immediately,Rarely,Analyze and fix,Often,Slightly uncomfortable,Clear,Occasional,High,Fully refreshed,Uncomfortable,Noticeable
Slightly high,Occasionally,Mostly predictable,High,Improve productivity,Controlled,In control,Strong,Satisfied and clear,Delay starting,Rarely,Adjust quickly,Always,Slightly uncomfortable,Mostly clear,Occasional,Low,Slightly refreshed,Comfortable,Minimal
High,Almost daily,Sometimes unpredictable,High,Slight impact,Controlled,In control,Moderate,Slightly tired,Clarify immediately,Constantly,Analyze and fix,Always,Comfortable,Clear,Rare,Moderate,Slightly refreshed,Slight discomfort,Minimal
Slightly high,Occasionally,Mostly predictable,Moderate,Improve productivity,Hectic,In control,Strong,Slightly tired,Delay starting,Rarely,Analyze and fix,Often,Uncomfortable,Clear,Constant,High,Mostly refreshed,Comfortable,Mild
Slightly high,Occasionally,Predictable,High,Reduce productivity,Controlled,Managing,Strong,Overwhelmed,Try to figure out,Rarely,Analyze and fix,Often,Uncomfortable,Clear,Occasional,High,Mostly refreshed,Noticeable strain,Mild
Well-balanced,Frequently,Predictable,High,Reduce productivity,Busy,Managing,Strong,Satisfied and clear,Clarify immediately,Rarely,Analyze and fix,Always,Very comfortable,Mostly clear,Frequent,Low,Fully refreshed,Comfortable,Mild
Slightly high,Rarely,Predictable,Moderate,Slight impact,Controlled,Struggling,Strong,Slightly tired,Clarify immediately,Rarely,Avoid dealing,Always,Comfortable,Mostly clear,Occasional,Low,Fully refreshed,Noticeable strain,Noticeable
Well-balanced,Almost daily,Predictable,High,Slight impact,Chaotic,In control,Very weak,Slightly tired,Try to figure out,Frequently,Analyze and fix,Often,Very comfortable,Clear,Rare,High,Mostly refreshed,Noticeable strain,Mild
Slightly high,Occasionally,Mostly predictable,No control,Slight impact,Busy,In control,Weak,Mentally drained,Delay starting,Occasionally,Analyze and fix,Often,Very comfortable,Clear,Frequent,Moderate,Slightly refreshed,Comfortable,Mild
Very high,Frequently,Highly unpredictable,Moderate,Reduce productivity,Controlled,Managing,Moderate,Slightly tired,Try to figure out,Occasionally,Feel stressed,Often,Very comfortable,Mostly clear,Rare,Moderate,Mostly refreshed,Noticeable strain,Minimal
Slightly high,Occasionally,Mostly predictable,Moderate,Improve productivity,Controlled,In control,Weak,Satisfied and clear,Try to figure out,Rarely,Analyze and fix,Sometimes,Very comfortable,Sometimes unclear,Rare,High,Fully refreshed,Comfortable,Minimal
Well-balanced,Occasionally,Mostly predictable,Low,Slight impact,Hectic,In control,Weak,Overwhelmed,Try to figure out,Occasionally,Avoid dealing,Often,Very comfortable,Mostly clear,Rare,Low,Mostly refreshed,Noticeable strain,Minimal
Slightly high,Occasionally,Predictable,High,Improve productivity,Controlled,In control,Strong,Satisfied and clear,Delay starting,Occasionally,Feel stressed,Sometimes,Comfortable,Clear,Occasional,Low,Mostly refreshed,Comfortable,Mild
Slightly high,Occasionally,Predictable,Low,Improve productivity,Controlled,Managing,Weak,Overwhelmed,Clarify immediately,Rarely,Feel stressed,Sometimes,Uncomfortable,Mostly clear,Occasional,High,Mostly refreshed,Comfortable,Noticeable
Well-balanced,Rarely,Mostly predictable,Low,Improve productivity,Busy,In control,Moderate,Slightly tired,Clarify immediately,Occasionally,Analyze and fix,Sometimes,Slightly uncomfortable,Mostly clear,Frequent,Moderate,Mostly refreshed,Noticeable strain,Minimal
Well-balanced,Almost daily,Mostly predictable,High,Reduce productivity,Busy,Struggling,Strong,Slightly tired,Try to figure out,Frequently,Analyze and fix,Sometimes,Very comfortable,Clear,Occasional,High,Mostly refreshed,Noticeable strain,Mild
Well-balanced,Frequently,Predictable,High,Reduce productivity,Controlled,In control,Strong,Satisfied and clear,Try to figure out,Frequently,Adjust quickly,Always,Slightly uncomfortable,Clear,Frequent,Low,Fully refreshed,Slight discomfort,High
