Q1,Q2,Q3,Q4,Q5,Q6,Q10,Q11,Q12,Q13,Q14,Q15,Q19,Q20,Q21,Q22,Q25,Q26,Q27,Q28
Slightly high,Frequently,Mostly predictable,High,Improve productivity,Hectic,In control,Strong,Slightly tired,Delay starting,Rarely,Adjust quickly,Always,Very comfortable,Clear,Frequent,Moderate,Fully refreshed,Slight discomfort,Mild
Well-balanced,Frequently,Predictable,Moderate,Improve productivity,Controlled,In control,Strong,Satisfied and clear,Clarify immediately,Rarely,Analyze and fix,Often,Very comfortable,Clear,Rare,Low,Fully refreshed,Comfortable,Minimal
Well-balanced,Rarely,Mostly predictable,Moderate,Improve productivity,Busy,In control,Moderate,Satisfied and clear,Clarify immediately,Constantly,Analyze and fix,Always,Comfortable,Clear,Rare,High,Fully refreshed,Comfortable,Minimal
Well-balanced,Occasionally,Mostly predictable,High,Improve productivity,Controlled,In control,Moderate,Slightly tired,Try to figure out,Rarely,Analyze and fix,Often,Comfortable,Clear,Frequent,High,Slightly refreshed,Comfortable,Minimal
Very HIgh,Occasionally,Mostly predictable,High,Improve productivity,Controlled,In control,Weak,Slightly tired,Try to figure out,Occasionally,Analyze and fix,Often,Comfortable,Clear,Occasional,Moderate,Fully refreshed,Slight discomfort,Mild
Slightly high,Occasionally,Sometimes unpredictable,Moderate,Improve productivity,Controlled,In control,Strong,Slightly tired,Try to figure out,Rarely,Feel stressed,Sometimes,Very comfortable,Mostly clear,Occasional,Moderate,Fully refreshed,Slight discomfort,Minimal
Slightly High,Rarely,Mostly predictable,High,Slight impact,Busy,In control,Moderate,Slightly tired,Clarify immediately,Rarely,Analyze and fix,Sometimes,Slightly uncomfortable,Clear,Rare,Very low,Fully refreshed,Noticeable strain,High
Slightly high,Rarely,Predictable,High,Improve productivity,Controlled,Struggling,Strong,Satisfied and clear,Avoid it,Rarely,Analyze and fix,Often,Very comfortable,Clear,Rare,Low,Slightly refreshed,Noticeable strain,Minimal
Slightly high,Rarely,Predictable,High,Improve productivity,Controlled,Struggling,Strong,Satisfied and clear,Avoid it,Occasionally,Adjust quickly,Always,Very comfortable,Clear,Constant,High,Fully refreshed,Comfortable,Mild
Well-balanced,Rarely,Predictable,High,Improve productivity,Controlled,Managing,Moderate,Satisfied and clear,Delay starting,Occasionally,Analyze and fix,Always,Very comfortable,Clear,Rare,Moderate,Fully refreshed,Slight discomfort,Minimal
Well-balanced,Frequently,Predictable,High,Reduce productivity,Controlled,Managing,Moderate,Satisfied and clear,Try to figure out,Rarely,Analyze and fix,Sometimes,Slightly uncomfortable,Clear,Rare,Moderate,Slightly refreshed,Slight discomfort,Minimal
Well-balanced,Occasionally,Mostly predictable,High,Improve productivity,Controlled,In control,Strong,Satisfied and clear,Try to figure out,Rarely,Analyze and fix,Often,Slightly uncomfortable,Mostly clear,Rare,Moderate,Mostly refreshed,Noticeable strain,Mild
Well-balanced,Rarely,Predictable,Moderate,Improve productivity,Controlled,In control,Moderate,Slightly tired,Clarify immediately,Rarely,Analyze and fix,Always,Very comfortable,Clear,Frequent,High,Fully refreshed,Comfortable,Mild
High,Occasionally,Predictable,High,Slight impact,Busy,In control,Moderate,Satisfied and clear,Try to figure out,Frequently,Analyze and fix,Often,Very comfortable,Clear,Rare,High,Not refreshed,Comfortable,Mild
Well-balanced,Rarely,Predictable,Moderate,Slight impact,Controlled,In control,Strong,Satisfied and clear,Try to figure out,Occasionally,Analyze and fix,Always,Uncomfortable,Mostly clear,Rare,High,Fully refreshed,Comfortable,Minimal
Slightly high,Frequently,Predictable,High,Improve productivity,Controlled,In control,Strong,Mentally drained,Avoid it,Occasionally,Analyze and fix,Often,Very comfortable,Clear,Rare,High,Mostly refreshed,Comfortable,Mild
Well-balanced,Rarely,Predictable,High,Improve productivity,Busy,Managing,Strong,Satisfied and clear,Try to figure out,Occasionally,Adjust quickly,Always,Very comfortable,Clear,Rare,Low,Fully refreshed,Noticeable strain,Minimal
Well-balanced,Frequently,Predictable,Moderate,Improve productivity,Hectic,In control,Moderate,Slightly tired,Clarify immediately,Rarely,Adjust quickly,Sometimes,Very comfortable,Mostly clear,Occasional,High,Fully refreshed,Comfortable,Minimal
Slightly high,Occasionally,Predictable,Moderate,Improve productivity,Controlled,Managing,Strong,Slightly tired,Try to figure out,Rarely,Analyze and fix,Always,Slightly uncomfortable,Clear,Rare,High,Mostly refreshed,Slight discomfort,Noticeable
Slightly high,Rarely,Mostly predictable,High,Reduce productivity,Controlled,Struggling,Strong,Slightly tired,Clarify immediately,Occasionally,Analyze and fix,Often,Comfortable,Mostly clear,Rare,Moderate,Fully refreshed,Comfortable,Minimal
Slightly high,Occasionally,Mostly predictable,Moderate,Improve productivity,Controlled,Struggling,Strong,Slightly tired,Try to figure out,Rarely,Analyze and fix,Always,Comfortable,Mostly clear,Rare,High,Fully refreshed,Comfortable,Minimal
Slightly high,Rarely,Predictable,Low,Improve productivity,Controlled,Managing,Strong,Slightly tired,Clarify immediately,Rarely,Analyze and fix,Always,Comfortable,Clear,Rare,Moderate,Fully refreshed,Slight discomfort,Minimal
Well-balanced,Rarely,Predictable,Moderate,Reduce productivity,Controlled,In control,Moderate,Slightly tired,Try to figure out,Rarely,Analyze and fix,Often,Very comfortable,Clear,Rare,High,Fully refreshed,Slight discomfort,Minimal
Well-balanced,Frequently,Mostly predictable,High,Improve productivity,Hectic,In control,Moderate,Satisfied and clear,Try to figure out,Frequently,Adjust quickly,Always,Comfortable,Sometimes unclear,Constant,High,Mostly refreshed,Comfortable,Mild
Well-balanced,Occasionally,Mostly predictable,Moderate,Improve productivity,Hectic,In control,Strong,Satisfied and clear,Clarify immediately,Occasionally,Analyze and fix,Always,Very comfortable,Clear,Rare,High,Fully refreshed,Comfortable,Minimal
Slightly high,Occasionally,Mostly predictable,High,Slight impact,Controlled,Struggling,Moderate,Satisfied and clear,Clarify immediately,Occasionally,Analyze and fix,Always,Very comfortable,Mostly clear,Rare,High,Fully refreshed,Slight discomfort,Mild
Well-balanced,Occasionally,Predictable,High,Reduce productivity,Busy,In control,Strong,Satisfied and clear,Clarify immediately,Occasionally,Adjust quickly,Always,Comfortable,Clear,Occasional,High,Slightly refreshed,Slight discomfort,Mild
Well-balanced,Rarely,Mostly predictable,High,Slight impact,Controlled,Managing,Weak,Slightly tired,Try to figure out,Frequently,Analyze and fix,Often,Very comfortable,Clear,Rare,High,Mostly refreshed,Slight discomfort,Minimal
Slightly high,Rarely,Mostly predictable,High,Improve productivity,Controlled,In control,Moderate,Satisfied and clear,Clarify immediately,Rarely,Analyze and fix,Often,Very comfortable,Clear,Rare,Moderate,Mostly refreshed,Comfortable,Noticeable
Well-balanced,Rarely,Mostly predictable,Moderate,Improve productivity,Busy,In control,Moderate,Satisfied and clear,Clarify immediately,Occasionally,Adjust quickly,Sometimes,Comfortable,Clear,Frequent,Moderate,Mostly refreshed,Slight discomfort,Minimal
Well-balanced,Frequently,Predictable,High,Slight impact,Busy,In control,Weak,Satisfied and clear,Clarify immediately,Rarely,Adjust quickly,Always,Very comfortable,Clear,Constant,High,Fully refreshed,Comfortable,Mild
Well-balanced,Occasionally,Mostly predictable,Low,Reduce productivity,Busy,In control,Strong,Slightly tired,Clarify immediately,Rarely,Analyze and fix,Always,Comfortable,Sometimes unclear,Rare,High,Mostly refreshed,Slight discomfort,Minimal
Well-balanced,Rarely,Mostly predictable,Moderate,Improve productivity,Hectic,In control,Moderate,Satisfied and clear,Try to figure out,Rarely,Analyze and fix,Always,Slightly uncomfortable,Mostly clear,Occasional,High,Fully refreshed,Comfortable,High
Well-balanced,Rarely,Mostly predictable,Low,Improve productivity,Busy,In control,Strong,Slightly tired,Try to figure out,Occasionally,Analyze and fix,Often,Very comfortable,Clear,Occasional,Moderate,Fully refreshed,Comfortable,Minimal
Well-balanced,Rarely,Predictable,Moderate,Improve productivity,Controlled,Struggling,Strong,Slightly tired,Clarify immediately,Rarely,Adjust quickly,Always,Very comfortable,Clear,Occasional,High,Fully refreshed,Slight discomfort,Minimal
High,Rarely,Predictable,Moderate,Improve productivity,Controlled,In control,Weak,Slightly tired,Try to figure out,Occasionally,Analyze and fix,Often,Comfortable,Sometimes unclear,Rare,Low,Fully refreshed,Slight discomfort,Minimal
Slightly High,Occasionally,Predictable,Moderate,Slight impact,Controlled,In control,Very weak,Satisfied and clear,Clarify immediately,Occasionally,Adjust quickly,Always,Comfortable,Clear,Frequent,Moderate,Fully refreshed,Slight discomfort,Minimal
Very HIgh,Frequently,Sometimes unpredictable,High,Improve productivity,Controlled,In control,Moderate,Mentally drained,Clarify immediately,Rarely,Analyze and fix,Always,Comfortable,Mostly clear,Occasional,Moderate,Fully refreshed,Comfortable,Minimal
Slightly high,Occasionally,Mostly predictable,Low,Slight impact,Controlled,In control,Moderate,Slightly tired,Delay starting,Rarely,Feel stressed,Always,Very comfortable,Clear,Rare,High,Mostly refreshed,Slight discomfort,Noticeable
Well-balanced,Almost daily,Mostly predictable,Moderate,Improve productivity,Busy,Struggling,Strong,Satisfied and clear,Clarify immediately,Frequently,Adjust quickly,Always,Comfortable,Clear,Occasional,Moderate,Slightly refreshed,Noticeable strain,Mild
Slightly high,Rarely,Predictable,Low,Reduce productivity,Controlled,In control,Weak,Overwhelmed,Clarify immediately,Rarely,Adjust quickly,Always,Slightly uncomfortable,Clear,Occasional,Moderate,Fully refreshed,Slight discomfort,Minimal
Well-balanced,Occasionally,Predictable,High,Improve productivity,Controlled,In control,Strong,Satisfied and clear,Clarify immediately,Rarely,Feel stressed,Always,Very comfortable,Clear,Rare,High,Fully refreshed,Comfortable,Minimal
Well-balanced,Occasionally,Predictable,High,Improve productivity,Controlled,Managing,Very weak,Satisfied and clear,Clarify immediately,Rarely,Analyze and fix,Sometimes,Comfortable,Sometimes unclear,Rare,High,Fully refreshed,Slight discomfort,Minimal
Slightly high,Occasionally,Predictable,High,Improve productivity,Busy,Managing,Strong,Satisfied and clear,Try to figure out,Rarely,Analyze and fix,Often,Comfortable,Clear,Frequent,Low,Fully refreshed,Slight discomfort,Minimal
Slightly high,Occasionally,Predictable,High,Improve productivity,Busy,Struggling,Strong,Satisfied and clear,Try to figure out,Rarely,Adjust quickly,Sometimes,Very comfortable,Clear,Occasional,High,Fully refreshed,Comfortable,Minimal
Well-balanced,Occasionally,Sometimes unpredictable,High,Slight impact,Controlled,In control,Strong,Satisfied and clear,Delay starting,Rarely,Analyze and fix,Sometimes,Comfortable,Clear,Occasional,High,Fully refreshed,Uncomfortable,Minimal
Well-balanced,Rarely,Predictable,High,Major disruption,Busy,Struggling,Moderate,Slightly tired,Clarify immediately,Rarely,Analyze and fix,Always,Very comfortable,Often unclear,Rare,Low,Mostly refreshed,Uncomfortable,Minimal
High,Rarely,Predictable,High,Improve productivity,Hectic,In control,Moderate,Slightly tired,Clarify immediately,Rarely,Analyze and fix,Often,Slightly uncomfortable,Mostly clear,Rare,Very low,Fully refreshed,Noticeable strain,Minimal
Well-balanced,Rarely,Predictable,Moderate,Improve productivity,Busy,In control,Strong,Satisfied and clear,Clarify immediately,Rarely,Analyze and fix,Always,Very comfortable,Clear,Rare,High,Fully refreshed,Noticeable strain,Minimal
Slightly high,Rarely,Mostly predictable,Moderate,Slight impact,Busy,In control,Moderate,Satisfied and clear,Try to figure out,Rarely,Analyze and fix,Sometimes,Very comfortable,Clear,Frequent,High,Fully refreshed,Slight discomfort,Mild
Well-balanced,Rarely,Predictable,Low,Improve productivity,Controlled,In control,Strong,Satisfied and clear,Try to figure out,Occasionally,Adjust quickly,Always,Comfortable,Mostly clear,Rare,Moderate,Fully refreshed,Slight discomfort,Mild
Well-balanced,Rarely,Predictable,Low,Improve productivity,Busy,In control,Strong,Satisfied and clear,Clarify immediately,Rarely,Analyze and fix,Often,Very comfortable,Mostly clear,Frequent,Low,Fully refreshed,Slight discomfort,Mild
Well-balanced,Occasionally,Predictable,Moderate,Improve productivity,Controlled,Managing,Strong,Satisfied and clear,Try to figure out,Rarely,Analyze and fix,Always,Comfortable,Clear,Rare,High,Fully refreshed,Comfortable,Noticeable
Well-balanced,Frequently,Mostly predictable,Moderate,Improve productivity,Controlled,Managing,Strong,Satisfied and clear,Clarify immediately,Occasionally,Avoid dealing,Often,Very comfortable,Sometimes unclear,Occasional,Moderate,Fully refreshed,Noticeable strain,Minimal
Well-balanced,Rarely,Mostly predictable,High,Slight impact,Hectic,Managing,Strong,Satisfied and clear,Clarify immediately,Rarely,Feel stressed,Often,Comfortable,Mostly clear,Rare,High,Mostly refreshed,Comfortable,Mild
Well-balanced,Occasionally,Sometimes unpredictable,Moderate,Slight impact,Busy,In control,Strong,Mentally drained,Clarify immediately,Frequently,Analyze and fix,Always,Comfortable,Sometimes unclear,Rare,High,Fully refreshed,Slight discomfort,Minimal
Slightly high,Rarely,Predictable,High,Reduce productivity,Busy,Struggling,Strong,Satisfied and clear,Try to figure out,Rarely,Adjust quickly,Often,Very comfortable,Mostly clear,Rare,Low,Slightly refreshed,Comfortable,Minimal
Well-balanced,Occasionally,Highly unpredictable,Low,Improve productivity,Controlled,Managing,Moderate,Satisfied and clear,Try to figure out,Rarely,Analyze and fix,Always,Comfortable,Clear,Frequent,Moderate,Fully refreshed,Comfortable,Minimal
Well-balanced,Rarely,Highly unpredictable,High,Slight impact,Hectic,Managing,Moderate,Slightly tired,Clarify immediately,Rarely,Analyze and fix,Always,Very comfortable,Clear,Frequent,High,Fully refreshed,Slight discomfort,Minimal
Well-balanced,Occasionally,Predictable,Low,Improve productivity,Controlled,In control,Strong,Satisfied and clear,Try to figure out,Occasionally,Feel stressed,Always,Slightly uncomfortable,Clear,Rare,High,Fully refreshed,Slight discomfort,High
Well-balanced,Occasionally,Sometimes unpredictable,High,Improve productivity,Busy,Managing,Strong,Satisfied and clear,Clarify immediately,Occasionally,Analyze and fix,Always,Very comfortable,Mostly clear,Rare,High,Fully refreshed,Slight discomfort,Mild
Well-balanced,Occasionally,Predictable,Moderate,Reduce productivity,Controlled,In control,Very weak,Slightly tired,Clarify immediately,Frequently,Analyze and fix,Often,Uncomfortable,Mostly clear,Rare,High,Slightly refreshed,Slight discomfort,Noticeable
Well-balanced,Rarely,Predictable,Moderate,Improve productivity,Busy,In control,Moderate,Satisfied and clear,Try to figure out,Occasionally,Adjust quickly,Always,Very comfortable,Mostly clear,Rare,High,Fully refreshed,Comfortable,Mild
Well-balanced,Rarely,Predictable,High,Improve productivity,Controlled,In control,Weak,Satisfied and clear,Clarify immediately,Rarely,Analyze and fix,Always,Very comfortable,Mostly clear,Rare,Moderate,Fully refreshed,Comfortable,Noticeable
Well-balanced,Rarely,Sometimes unpredictable,High,Reduce productivity,Controlled,Struggling,Strong,Slightly tired,Clarify immediately,Rarely,Adjust quickly,Always,Very comfortable,Clear,Rare,High,Mostly refreshed,Comfortable,Minimal
Slightly High,Rarely,Mostly predictable,Moderate,Improve productivity,Controlled,Managing,Strong,Slightly tired,Delay starting,Rarely,Analyze and fix,Often,Very comfortable,Often unclear,Frequent,High,Mostly refreshed,Comfortable,Mild
Well-balanced,Rarely,Mostly predictable,Moderate,Reduce productivity,Controlled,Managing,Strong,Satisfied and clear,Try to figure out,Frequently,Analyze and fix,Often,Very comfortable,Mostly clear,Occasional,High,Slightly refreshed,Comfortable,Minimal
